tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,1993-08-11 00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,1158,12,SEDAN 4 PTAS,1158,FIAT,1158,DUNA SDL 1.3,1158,Privado,Física,CIUDADELA,BUENOS AIRES,Masculino,1158,ARGENTINA,1158,1158,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2000-01-14 00:00:00,21013,ROSARIO Nº 01,Santa Fe,Nacional,21013,12,SEDAN 4 PTAS,21013,FIAT,21013,SIENA S/2000,21013,Privado,Física,ROSARIO,SANTA FE,Masculino,21013,ARGENTINA,21013,21013,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2001-06-29 00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,1158,12,SEDAN 4 PTAS,1158,RENAULT,1158,KANGOO RL DA AA ABCP,1158,Privado,Física,CIUDADELA,BUENOS AIRES,No identificado,1158,BOLIVIA,1158,1158,BOL
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,1997-10-01 00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,1158,12,SEDAN 4 PTAS,1158,FIAT,1158,SIENA HL 4P,1158,Privado,Física,CIUDADELA,BUENOS AIRES,Masculino,1158,ARGENTINA,1158,1158,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,2015-04-30 00:00:00,1196,LA PLATA Nº 08,Buenos Aires,Nacional,1196,12,SEDAN 4 PUERTAS,1196,CHEVROLET,1196,CLASSIC 4 P LS ABS+AIRBAG 1.4N,1196,Público,Física,LA PLATA,BUENOS AIRES,Femenino,1196,BOLIVIA,1196,1196,BOL
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2010-05-10 00:00:00,2043,CAPITAL FEDERAL Nº 043,Ciudad Autónoma de Bs.As.,Nacional,2043,12,SEDAN 4 PTAS,2043,CHEVROLET,2043,CORSA CLASSIC 4 PTAS GL 1.4N,2043,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2043,ARGENTINA,2043,2043,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,1994-06-28 00:00:00,2058,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Bs.As.,Nacional,2058,12,SEDAN 4 PTAS,2058,PEUGEOT,2058,405 GR TC,2058,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2058,ARGENTINA,2058,2058,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2000-10-31 00:00:00,2060,CAPITAL FEDERAL Nº 060,Ciudad Autónoma de Bs.As.,Nacional,2060,12,SEDAN 4 PUERTAS,2060,FORD,2060,FOCUS GHIA 1.8 4P TD,2060,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2060,ARGENTINA,2060,2060,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2000-02-22 00:00:00,21048,SAN LORENZO Nº 2,Santa Fe,Nacional,21048,12,SEDAN 4 PTAS,21048,VOLKSWAGEN,21048,POLO CLASSIC 1.6 MI 99C,21048,Privado,Física,CAPITÁN BERMÚDEZ,SANTA FE,Masculino,21048,ARGENTINA,21048,21048,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,1992-11-23 00:00:00,21044,ROSARIO Nº 09,Santa Fe,Nacional,21044,12,SEDAN 4 PTAS,21044,FIAT,21044,DUNA SL 1.4,21044,Privado,Física,ROSARIO,SANTA FE,Masculino,21044,ARGENTINA,21044,21044,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2010-07-13 00:00:00,2058,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Bs.As.,Nacional,2058,12,SEDAN 4 PTAS,2058,PEUGEOT,2058,PARTNER PATAGONICA 1.6 HDI VTC,2058,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2058,ARGENTINA,2058,2058,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,1997-01-17 00:00:00,21044,ROSARIO Nº 09,Santa Fe,Nacional,21044,12,SEDAN 4 PTAS,21044,RENAULT,21044,RENAULT 19 RN INYEC.(TRI),21044,Privado,Física,ROSARIO,SANTA FE,Masculino,21044,ARGENTINA,21044,21044,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1989-10-03 00:00:00,21044,ROSARIO Nº 09,Santa Fe,Nacional,21044,12,SEDAN 4 PTAS,21044,FORD,21044,ESCORT,21044,Privado,Física,ROSARIO,SANTA FE,Masculino,21044,ARGENTINA,21044,21044,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2010-01-14 00:00:00,16012,GENERAL ROCA Nº 2,Río Negro,Nacional,16012,12,SEDAN 4 PTAS,16012,CHEVROLET,16012,CORSA CLASSIC 4 PTAS GLS 1.4 N,16012,Privado,Física,GENERAL ROCA,RIO NEGRO,Masculino,16012,ARGENTINA,16012,16012,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1984-06-21 00:00:00,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Nacional,2038,12,SEDAN 4 PTAS,2038,PEUGEOT,2038,505 SRII SC,2038,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2038,ARGENTINA,2038,2038,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,1994-01-13 00:00:00,21042,ROSARIO Nº 07,Santa Fe,Nacional,21042,12,SEDAN 4 PTAS,21042,RENAULT,21042,RENAULT 9 GTL,21042,Privado,Física,ROSARIO,SANTA FE,Masculino,21042,ARGENTINA,21042,21042,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,1994-06-02 00:00:00,2039,CAPITAL FEDERAL Nº 039,Ciudad Autónoma de Bs.As.,Nacional,2039,12,SEDAN 4 PTAS,2039,RENAULT,2039,RENAULT 9 RL,2039,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2039,ARGENTINA,2039,2039,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,1992-10-13 00:00:00,1161,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Nacional,1161,12,SEDAN 4 PTAS,1161,RENAULT,1161,12 TL,1161,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1161,ARGENTINA,1161,1161,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2012-05-08 00:00:00,16007,SAN CARLOS DE BARILOCHE Nº 1,Río Negro,Nacional,16007,12,SEDAN 4 PTAS,16007,CHEVROLET,16007,CLASSIC 4 PTAS LS AA+DIR 1.4N,16007,Privado,Física,SAN CARLOS DE BARILOCHE,RIO NEGRO,Masculino,16007,ARGENTINA,16007,16007,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2008-01-21 00:00:00,15007,NEUQUEN Nº 4,Neuquén,Nacional,15007,12,SEDAN 4 PTAS,15007,CITROEN,15007,C4 2.0 HDI X,15007,Privado,Física,NEUQUEN,NEUQUEN,Femenino,15007,ARGENTINA,15007,15007,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2007-10-01 00:00:00,21042,ROSARIO Nº 07,Santa Fe,Protocolo 21,21042,12,FAMILIAR VAN,21042,RENAULT,21042,MASTER DCI 120 CORTO,21042,Privado,Física,ROSARIO,SANTA FE,Masculino,21042,ARGENTINA,21042,21042,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,1994-01-05 00:00:00,21039,ROSARIO Nº 06,Santa Fe,Nacional,21039,12,SEDAN 4 PUERTAS,21039,RENAULT,21039,RENAULT 9 GTL,21039,Privado,Física,ROSARIO,SANTA FE,Masculino,21039,ARGENTINA,21039,21039,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2012-08-10 00:00:00,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Nacional,2038,12,SEDAN 4 PTAS,2038,CHEVROLET,2038,CLASSIC 4P LS A+D SPIRIT 1.4N,2038,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2038,ARGENTINA,2038,2038,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1994-09-02 00:00:00,21039,ROSARIO Nº 06,Santa Fe,Nacional,21039,12,SEDAN 4 PTAS,21039,FIAT,21039,DUNA SDL 1.7,21039,Privado,Física,FUNES,SANTA FE,Masculino,21039,ARGENTINA,21039,21039,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,1990-08-03 00:00:00,21032,ROSARIO Nº 05,Santa Fe,Nacional,21032,12,SEDAN 4 PUERTAS,21032,FIAT,21032,UNO SCV 5P,21032,Privado,Física,ROSARIO,SANTA FE,Masculino,21032,ARGENTINA,21032,21032,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2010-09-09 00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,1158,12,SEDAN 4 PUERTAS,1158,FIAT,1158,SIENA FIRE 4P 1.4MPI 8V HP BZ,1158,Privado,Física,CIUDADELA,BUENOS AIRES,Femenino,1158,ARGENTINA,1158,1158,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2015-08-25 00:00:00,2038,CAPITAL FEDERAL Nº 038,Ciudad Autónoma de Bs.As.,Nacional,2038,12,SEDAN 4 PUERTAS,2038,CHEVROLET,2038,CLASSIC 4 P LS PACK 1.4N,2038,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2038,ARGENTINA,2038,2038,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,1998-07-20 00:00:00,2056,CAPITAL FEDERAL Nº 056,Ciudad Autónoma de Bs.As.,Nacional,2056,12,SEDAN 4 PTAS,2056,RENAULT,2056,RENAULT 19 RE AA,2056,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2056,ARGENTINA,2056,2056,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2004-03-30 00:00:00,13034,GODOY CRUZ,Mendoza,Nacional,13034,12,SEDAN 4 PTAS,13034,CHEVROLET,13034,CORSA II 4P GLS GAS 1.8,13034,Privado,Física,LAS TORTUGAS,MENDOZA,Masculino,13034,ARGENTINA,13034,13034,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,1988-01-04 00:00:00,2058,CAPITAL FEDERAL Nº 058,Ciudad Autónoma de Bs.As.,Nacional,2058,12,SEDAN 4 PTAS,2058,PEUGEOT,2058,505 SR S/C,2058,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2058,JAPON,2058,2058,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2001-08-21 00:00:00,4075,CORDOBA Nº 22,Córdoba,Nacional,4075,12,SEDAN 4 PTAS,4075,PEUGEOT,4075,306BRLHDI4,4075,Privado,Física,CORDOBA,CORDOBA,Femenino,4075,ARGENTINA,4075,4075,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,1994-05-09 00:00:00,13016,MENDOZA Nº 10,Mendoza,Nacional,13016,12,SEDAN 4 PTAS,13016,RENAULT,13016,9 GTL,13016,Privado,Física,LAS HERAS,MENDOZA,No identificado,13016,No identificado,13016,13016,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,1995-05-23 00:00:00,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Nacional,1181,12,SEDAN 4 PUERTAS,1181,FIAT,1181,DUNA SDL 1.7,1181,Privado,Física,CIUDADELA,BUENOS AIRES,No identificado,1181,ARGENTINA,1181,1181,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,1998-08-14 00:00:00,4064,JESUS MARIA Nº 2,Córdoba,Nacional,4064,12,SEDAN 4 PTAS,4064,VOLKSWAGEN,4064,POLO CLASSIC SD,4064,Privado,Física,MALVINAS ARGENTINAS,CORDOBA,Masculino,4064,ARGENTINA,4064,4064,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2015-10-09 00:00:00,4067,ALTA GRACIA Nº 2,Córdoba,Nacional,4067,12,SEDAN 4 PUERTAS,4067,CHEVROLET,4067,CLASSIC 4 P LS ABS+AIRBAG 1.4N,4067,Privado,Física,ALTA GRACIA,CORDOBA,No identificado,4067,ARGENTINA,4067,4067,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,1994-01-07 00:00:00,4067,ALTA GRACIA Nº 2,Córdoba,Nacional,4067,12,SEDAN 4 PUERTAS,4067,RENAULT,4067,RENAULT 21 GTX,4067,Privado,Física,VILLA PARQUE SANTA ANA,CORDOBA,No identificado,4067,ARGENTINA,4067,4067,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2012-06-01 00:00:00,4010,COSQUIN Nº 1,Córdoba,Nacional,4010,12,SEDAN 4 PTAS,4010,FIAT,4010,SIENA ATTRACTIVE 1.4 BENZINA,4010,Privado,Física,SANTA MARÍA DE PUNILLA,CORDOBA,Masculino,4010,ARGENTINA,4010,4010,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2010-05-21 00:00:00,4010,COSQUIN Nº 1,Córdoba,Nacional,4010,12,SEDAN 4 PTAS,4010,FIAT,4010,SIENA ELX 4P 1.4RSTIII BZ EOBD,4010,Privado,Física,CAPILLA DEL MONTE,CORDOBA,No identificado,4010,ARGENTINA,4010,4010,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2010-08-12 00:00:00,4069,RIO CEBALLOS,Córdoba,Nacional,4069,12,SEDAN 4 PTAS,4069,FIAT,4069,SIENA FIRE 4P 1.4MPI 8V HP BZ,4069,Privado,Física,SALSIPUEDES,CORDOBA,Masculino,4069,ARGENTINA,4069,4069,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2000-01-18 00:00:00,1183,OLIVOS Nº 06,Buenos Aires,Nacional,1183,12,SEDAN 4 PTAS,1183,PEUGEOT,1183,306XRD4P,1183,Privado,Física,MUNRO,BUENOS AIRES,Masculino,1183,ARGENTINA,1183,1183,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,2006-10-27 00:00:00,4008,CORDOBA Nº 04,Córdoba,Nacional,4008,12,SEDAN 4 PUERTAS,4008,RENAULT,4008,CLIO TRIC CONFORT 1.6,4008,Privado,Física,CORDOBA,CORDOBA,Masculino,4008,ARGENTINA,4008,4008,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2005-03-16 00:00:00,13033,MAIPÚ Nº 3,Mendoza,Nacional,13033,12,SEDAN 4 PUERTAS,13033,CHEVROLET,13033,CORSA CLASSIC 4P SUPER 1.6N,13033,Privado,Física,MAIPU,MENDOZA,Masculino,13033,ARGENTINA,13033,13033,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2008-05-30 00:00:00,21058,ROSARIO Nº 15,Santa Fe,Nacional,21058,12,SEDAN 4 PTAS,21058,CHEVROLET,21058,CORSA CLASSIC 4P SUPER 1.6N,21058,Privado,Física,ROSARIO,SANTA FE,Masculino,21058,ARGENTINA,21058,21058,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2012-10-29 00:00:00,4031,SANTA ROSA DEL RIO 1,Córdoba,Nacional,4031,12,SEDAN 4 PTAS,4031,CHEVROLET,4031,CLASSIC 4P LT SPIRIT 1.4N,4031,Privado,Física,CAPILLA DE LOS REMEDIOS,CORDOBA,Masculino,4031,ARGENTINA,4031,4031,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2014-02-03 00:00:00,1177,LOMAS DE ZAMORA Nº 6,Buenos Aires,Nacional,1177,12,SEDAN 4 PUERTAS,1177,CHEVROLET,1177,CLASSIC 4 PTAS LS AA + DIR 1.4N,1177,Privado,Física,TEMPERLEY,BUENOS AIRES,Femenino,1177,ARGENTINA,1177,1177,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,1994-01-07 00:00:00,4034,VILLA DE MARIA,Córdoba,Nacional,4034,12,SEDAN 4 PTAS,4034,RENAULT,4034,RENAULT 9 GTL,4034,Privado,Física,SEBASTIAN EL CANO,CORDOBA,Masculino,4034,ARGENTINA,4034,4034,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2004-06-04 00:00:00,1184,MAR DEL PLATA Nº 07,Buenos Aires,Nacional,1184,12,SEDAN 4 PTAS,1184,CHEVROLET,1184,CORSA CLASSIC 4P BASE 1.6N/2004,1184,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1184,ARGENTINA,1184,1184,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2006-09-29 00:00:00,4007,CORDOBA Nº 03,Córdoba,Nacional,4007,12,SEDAN 4 PTAS,4007,RENAULT,4007,MEGANE TRI AUTHENTIQUE TD 1.9,4007,Privado,Física,CORDOBA,CORDOBA,Masculino,4007,ARGENTINA,4007,4007,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2014-11-27 00:00:00,4077,CORDOBA Nº 23,Córdoba,Nacional,4077,12,SEDAN 4 PUERTAS,4077,CHEVROLET,4077,CLASSIC 4 P LS ABS+AIRBAG 1.4N,4077,Privado,Física,CORDOBA,CORDOBA,Masculino,4077,ARGENTINA,4077,4077,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,1993-12-03 00:00:00,4078,CORDOBA Nº 24,Córdoba,Nacional,4078,12,SEDAN 4 PTAS,4078,FIAT,4078,UNO CSLA 5P,4078,Privado,Física,CORDOBA,CORDOBA,Masculino,4078,ARGENTINA,4078,4078,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1992-06-25 00:00:00,4079,JESUS MARIA Nº 3,Córdoba,Nacional,4079,12,SEDAN 4 PTAS,4079,FIAT,4079,UNO SCR-5P,4079,Privado,Física,ESTACIÓN JUÁREZ CELMAN,CORDOBA,Masculino,4079,ARGENTINA,4079,4079,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2008-04-14 00:00:00,1184,MAR DEL PLATA Nº 07,Buenos Aires,Nacional,1184,12,SEDAN 4 PTAS,1184,CHEVROLET,1184,CORSA CLASSIC 4P SUPER 1.6N,1184,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1184,ARGENTINA,1184,1184,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2010-08-27 00:00:00,4079,JESUS MARIA Nº 3,Córdoba,Nacional,4079,12,SEDAN 4 PTAS,4079,CHEVROLET,4079,CLASSIC 4 PTAS LS 1.4N,4079,Privado,Física,MALVINAS ARGENTINAS,CORDOBA,No identificado,4079,ARGENTINA,4079,4079,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2011-06-27 00:00:00,4007,CORDOBA Nº 03,Córdoba,Nacional,4007,12,SEDAN 4 PTAS,4007,CHEVROLET,4007,CLASSIC 4 PTAS LT 1.4N,4007,Privado,Física,CORDOBA,CORDOBA,Masculino,4007,ARGENTINA,4007,4007,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,1998-10-30 00:00:00,4079,JESUS MARIA Nº 3,Córdoba,Nacional,4079,12,SEDAN 4 PTAS,4079,RENAULT,4079,RENAULT 19 RE AA,4079,Privado,Física,AGUA DE ORO.DPTO COLON,CORDOBA,No identificado,4079,ARGENTINA,4079,4079,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2018-01-02 00:00:00,4007,CORDOBA Nº 03,Córdoba,Nacional,4007,12,SEDAN 4 PUERTAS,4007,CITROEN,4007,C4 LOUNGE HDI 115 MT6 FEEL PACK AM18,4007,Privado,Física,CORDOBA,CORDOBA,Masculino,4007,ARGENTINA,4007,4007,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,1994-12-07 00:00:00,1184,MAR DEL PLATA Nº 07,Buenos Aires,Nacional,1184,12,SEDAN 4 PTAS,1184,FIAT,1184,DUNA CL A.A.,1184,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1184,ARGENTINA,1184,1184,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2012-07-11 00:00:00,4006,CORDOBA Nº 02,Córdoba,Nacional,4006,12,SEDAN 4 PTAS,4006,CHEVROLET,4006,CLASSIC 4P LS A+D SPIRIT 1.4N,4006,Privado,Física,CORDOBA,CORDOBA,Femenino,4006,ARGENTINA,4006,4006,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2014-06-02 00:00:00,4074,CORDOBA Nº 21,Córdoba,Nacional,4074,12,SEDAN 4 PUERTAS,4074,CHEVROLET,4074,CLASSIC 4 P LS ABS+AIRBAG 1.4N,4074,Privado,Física,CORDOBA,CORDOBA,Masculino,4074,ARGENTINA,4074,4074,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,1997-09-09 00:00:00,4053,CORDOBA Nº 13,Córdoba,Nacional,4053,12,SEDAN 4 PTAS,4053,VOLKSWAGEN,4053,POLO CLASSIC 1.6 NAFTA,4053,Privado,Física,CORDOBA,CORDOBA,Masculino,4053,ARGENTINA,4053,4053,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2013-02-05 00:00:00,1179,SAN MARTIN Nº 5,Buenos Aires,Nacional,1179,12,SEDAN 4 PTAS,1179,CHEVROLET,1179,CLASSIC 4 PTAS LT SPIRIT 1.4N,1179,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1179,ARGENTINA,1179,1179,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2006-01-18 00:00:00,4044,CORDOBA Nº 11,Córdoba,Nacional,4044,12,SEDAN 4 PTAS,4044,CHEVROLET,4044,CORSA II 4 PTAS GL GAS 1.8,4044,Privado,Física,CORDOBA,CORDOBA,Masculino,4044,ARGENTINA,4044,4044,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2001-10-03 00:00:00,4042,CORDOBA Nº 10,Córdoba,Nacional,4042,12,SEDAN 4 PTAS,4042,FIAT,4042,SIENA EX FIRE 16V,4042,Privado,Física,CAPITAL-BºLOS PARAISOS,CORDOBA,No identificado,4042,ARGENTINA,4042,4042,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2008-06-23 00:00:00,4044,CORDOBA Nº 11,Córdoba,Nacional,4044,12,SEDAN 4 PTAS,4044,CHEVROLET,4044,CORSA CLASSIC 4 PTAS BASE 1.6N,4044,Privado,Física,B* VILLA ADELA -CORDOBA,CORDOBA,No identificado,4044,No identificado,4044,4044,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2012-02-01 00:00:00,4040,CORDOBA Nº 08,Córdoba,Nacional,4040,12,SEDAN 4 PTAS,4040,CHEVROLET,4040,CLASSIC 4 PTAS LT SPIRIT 1.4N,4040,Privado,Física,CORDOBA,CORDOBA,Femenino,4040,ARGENTINA,4040,4040,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,1995-01-05 00:00:00,4045,CORDOBA Nº 12,Córdoba,Nacional,4045,12,SEDAN 4 PTAS,4045,RENAULT,4045,RENAULT 19 RT,4045,Privado,Física,CORDOBA,CORDOBA,Masculino,4045,ARGENTINA,4045,4045,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2014-03-17 00:00:00,4038,CORDOBA Nº 07,Córdoba,Nacional,4038,12,SEDAN 4 PUERTAS,4038,CHEVROLET,4038,CLASSIC 4P LT PACK 1.4N,4038,Privado,Física,CORDOBA,CORDOBA,Masculino,4038,ARGENTINA,4038,4038,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2012-06-29 00:00:00,4045,CORDOBA Nº 12,Córdoba,Nacional,4045,12,SEDAN 4 PTAS,4045,PEUGEOT,4045,408 FELINE 2.0N,4045,Privado,Física,CORDOBA CAPITAL,CORDOBA,Femenino,4045,ARGENTINA,4045,4045,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2007-11-29 00:00:00,1178,LA MATANZA Nº 08,Buenos Aires,Nacional,1178,12,SEDAN 4 PTAS,1178,RENAULT,1178,KANGOO CONFORT 1.9 SPORTWAY,1178,Privado,Física,LOMAS DEL MIRADOR,BUENOS AIRES,Femenino,1178,ARGENTINA,1178,1178,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2012-08-07 00:00:00,4045,CORDOBA Nº 12,Córdoba,Nacional,4045,12,SEDAN 4 PTAS,4045,CHEVROLET,4045,CLASSIC 4P LS A+D SP,4045,Privado,Física,CORDOBA,CORDOBA,Masculino,4045,ARGENTINA,4045,4045,ARG
