tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2006-12-07 00:00:00,1263,OLIVOS Nº 10,Buenos Aires,Nacional,1263,17,SEDAN 5 PTAS,1263,VOLKSWAGEN,1263,SURAN 60B,1263,Privado,Física,OLIVOS- VTE LOPEZ,BUENOS AIRES,No identificado,1263,ARGENTINA,1263,1263,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2005-05-16 00:00:00,1231,TRES DE FEBRERO Nº 5,Buenos Aires,Nacional,1231,17,SEDAN 5 PTAS,1231,PEUGEOT,1231,206 XT 1.6 5P ABS,1231,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Femenino,1231,ARGENTINA,1231,1231,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,1997-08-07 00:00:00,1183,OLIVOS Nº 06,Buenos Aires,Nacional,1183,16,BERLINA 4 PUERTAS,1183,RENAULT,1183,19 RN INYECCION TRIC.,1183,Privado,Física,CARAPACHAY,BUENOS AIRES,Femenino,1183,ARGENTINA,1183,1183,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1996-06-24 00:00:00,1128,SAN MIGUEL Nº 2,Buenos Aires,Nacional,1128,16,SEDAN 3 PUERTAS,1128,VOLKSWAGEN,1128,GOL GLD,1128,Privado,Física,SAN MIGUEL,BUENOS AIRES,Masculino,1128,ARGENTINA,1128,1128,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2006-09-01 00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Nacional,1271,16,FURGON VIDRIADO CON ASIENTOS,1271,PEUGEOT,1271,PARTNER FURGON 1.9 D PLC CONFORT,1271,Privado,Física,JOSE C. PAZ,BUENOS AIRES,No identificado,1271,ARGENTINA,1271,1271,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,1994-09-09 00:00:00,1200,SAN MARTIN Nº 6,Buenos Aires,Nacional,1200,16,SEDAN 5 PUERTAS,1200,FORD,1200,ESCORT LX,1200,Privado,Física,CIUDAD DEL LIB. GRAL. JOSÉ DE SAN MARTÍN,BUENOS AIRES,No identificado,1200,ARGENTINA,1200,1200,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1997-07-18 00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Nacional,1311,16,SEDAN 4 PUERTAS,1311,RENAULT,1311,RENAULT 19 RE,1311,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1311,ARGENTINA,1311,1311,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,1999-06-04 00:00:00,2004,CAPITAL FEDERAL Nº 004,Ciudad Autónoma de Bs.As.,Importado,2004,15,TRANSP. DE PASAJEROS,2004,TATA,2004,SUMO,2004,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2004,No aplica,2004,2004,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,1997-07-22 00:00:00,13016,MENDOZA Nº 10,Mendoza,Nacional,13016,14,RURAL 4/5 PTAS,13016,FORD,13016,ESCORT RURAL LX DSL 1.8,13016,Privado,Física,EL ALGARROBAL,MENDOZA,Masculino,13016,ARGENTINA,13016,13016,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1998-12-09 00:00:00,2039,CAPITAL FEDERAL Nº 039,Ciudad Autónoma de Bs.As.,Nacional,2039,14,RURAL 4 PUERTAS,2039,FORD,2039,ESCORT RURAL CLX 1.8 45F,2039,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2039,ARGENTINA,2039,2039,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2008-04-29 00:00:00,1185,ADROGUE Nº 3,Buenos Aires,Protocolo 21,1185,14,CAMION C/ HIDROGRUA,1185,FORD,1185,CARGO 1722,1185,Privado,Física,BURZACO,BUENOS AIRES,No identificado,1185,ARGENTINA,1185,1185,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2010-11-17 00:00:00,1120,LA MATANZA Nº 03,Buenos Aires,Protocolo 21,1120,13,FURGON,1120,RENAULT,1120,MASTER PH3 DCI 120 L2H2 PKCNF,1120,Privado,Física,LA TABLADA MATANZA,BUENOS AIRES,No identificado,1120,ARGENTINA,1120,1120,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2009-08-24 00:00:00,1120,LA MATANZA Nº 03,Buenos Aires,Protocolo 21,1120,13,FURGON,1120,RENAULT,1120,MASTER PH3 DCI 120 L1H1 PKCNF,1120,Privado,Física,VIRREY DEL PINO,BUENOS AIRES,Masculino,1120,ARGENTINA,1120,1120,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2010-08-26 00:00:00,1146,MERLO Nº 2,Buenos Aires,Protocolo 21,1146,13,FURGON VID/ CON ASIENTOS,1146,RENAULT,1146,MASTER PH3 DCI 120 L1H1 PKCNF,1146,Privado,Física,CIUDAD DE PONTEVEDRA,BUENOS AIRES,Femenino,1146,PARAGUAY,1146,1146,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2013-10-23 00:00:00,2077,CAPITAL FEDERAL Nº 077,Ciudad Autónoma de Bs.As.,Protocolo 21,2077,13,FURGON,2077,FIAT,2077,DUCATO MAXICARGO 2.3 JTD,2077,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2077,ARGENTINA,2077,2077,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2008-01-15 00:00:00,2042,CAPITAL FEDERAL Nº 042,Ciudad Autónoma de Bs.As.,Protocolo 21,2042,13,FURGON,2042,FIAT,2042,DUCATO CARGO 2.8 JTD INTERCOOLER,2042,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2042,No aplica,2042,2042,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2014-08-29 00:00:00,1139,SAN ISIDRO Nº 03,Buenos Aires,Importado,1139,13,FURGON,1139,FORD,1139,TRANSIT 2.2L 350L,1139,Privado,Física,MARTINEZ,BUENOS AIRES,Masculino,1139,ARGENTINA,1139,1139,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,1999-12-20 00:00:00,16014,SAN CARLOS DE BARILOCHE Nº 3,Río Negro,Importado,16014,13,FURGON,16014,DAIHATSU,16014,DELTA,16014,Privado,Física,SAN CARLOS DE BARILOCHE,RIO NEGRO,Masculino,16014,ARGENTINA,16014,16014,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,1997-04-02 00:00:00,13030,MENDOZA Nº 18,Mendoza,Importado,13030,13,FURGON,13030,RENAULT,13030,EXPRESS,13030,Privado,Física,VILLA NUEVA GUAYMALLEN,MENDOZA,No identificado,13030,ARGENTINA,13030,13030,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2000-11-14 00:00:00,1062,MERLO Nº 1,Buenos Aires,Nacional,1062,13,RURAL 3 PTAS,1062,PEUGEOT,1062,PARPADDAA,1062,Privado,Física,MERLO,BUENOS AIRES,Masculino,1062,PARAGUAY,1062,1062,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,1997-01-10 00:00:00,1138,OLIVOS Nº 04,Buenos Aires,Importado,1138,13,FURGON VIDRIADO C/ASIENTOS,1138,FORD,1138,TRANSIT 190-L,1138,Privado,Física,VICENTE LOPEZ,BUENOS AIRES,No identificado,1138,ARGENTINA,1138,1138,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2007-02-14 00:00:00,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Bs.As.,Protocolo 21,2068,13,FURGON,2068,RENAULT,2068,MASTER DCI 120 MEDIO,2068,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2068,No aplica,2068,2068,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2013-09-30 00:00:00,1243,BERAZATEGUI Nº 4,Buenos Aires,Protocolo 21,1243,13,FURGON,1243,RENAULT,1243,NUEVO MASTER L1H1 AA,1243,Privado,Física,TRES LIMITES- EL PATO,BUENOS AIRES,Masculino,1243,ARGENTINA,1243,1243,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2007-09-19 00:00:00,1255,LOMAS DE ZAMORA Nº 8,Buenos Aires,Protocolo 21,1255,13,FURGON,1255,RENAULT,1255,MASTER DCI 120 CORTO TECHO ALTO,1255,Privado,Física,TEMPERLEY,BUENOS AIRES,No identificado,1255,ARGENTINA,1255,1255,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2009-06-12 00:00:00,1251,LANUS Nº 8,Buenos Aires,Protocolo 21,1251,13,FURGON,1251,FIAT,1251,DUCATO MAXICARGO 2.8JTD INTERCO,1251,Privado,Física,LANUS OESTE,BUENOS AIRES,Masculino,1251,ARGENTINA,1251,1251,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,1998-06-29 00:00:00,1270,TIGRE Nº 5,Buenos Aires,Importado,1270,13,FURGON VIDRIADO C/A,1270,VOLKSWAGEN,1270,CADDY,1270,Privado,Física,EL TALAR,BUENOS AIRES,No identificado,1270,ARGENTINA,1270,1270,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2001-02-12 00:00:00,2004,CAPITAL FEDERAL Nº 004,Ciudad Autónoma de Bs.As.,Nacional,2004,13,RURAL 2/3 PTAS,2004,CITROEN,2004,BERLINGO NPL,2004,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2004,No identificado,2004,2004,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,1998-10-19 00:00:00,2063,CAPITAL FEDERAL Nº 063,Ciudad Autónoma de Bs.As.,Nacional,2063,12,SEDAN 4 PTAS,2063,VOLKSWAGEN,2063,POLO CLASSIC SD,2063,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2063,ARGENTINA,2063,2063,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,1989-05-11 00:00:00,2035,CAPITAL FEDERAL Nº 035,Ciudad Autónoma de Bs.As.,Nacional,2035,12,SEDAN 4 PTAS,2035,VOLKSWAGEN,2035,V.W GACEL GL,2035,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2035,ARGENTINA,2035,2035,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,1997-06-17 00:00:00,13030,MENDOZA Nº 18,Mendoza,Nacional,13030,12,SEDAN 4 PUERTAS,13030,VOLKSWAGEN,13030,POLO CLASSIC 1.6 NAFTA,13030,Privado,Física,DORREGO,MENDOZA,Masculino,13030,ARGENTINA,13030,13030,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2000-05-19 00:00:00,21056,ROSARIO Nº 13,Santa Fe,Nacional,21056,12,SEDAN 4 PUERTAS,21056,FIAT,21056,SIENA ELD 4P,21056,Privado,Física,ROSARIO,SANTA FE,Femenino,21056,ARGENTINA,21056,21056,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,1992-09-30 00:00:00,21057,ROSARIO Nº 14,Santa Fe,Nacional,21057,12,SEDAN 4 PTAS,21057,FIAT,21057,UNO SCR-5P,21057,Privado,Física,ROSARIO,SANTA FE,No identificado,21057,ARGENTINA,21057,21057,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,1992-11-27 00:00:00,21049,ROSARIO Nº 11,Santa Fe,Nacional,21049,12,SEDAN 4 PTAS,21049,RENAULT,21049,RENAULT 12 TL,21049,Privado,Física,ROSARIO,SANTA FE,Masculino,21049,ARGENTINA,21049,21049,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,1998-06-12 00:00:00,21057,ROSARIO Nº 14,Santa Fe,Nacional,21057,12,SEDAN 4 PTAS,21057,VOLKSWAGEN,21057,POLO CLASSIC SD,21057,Privado,Física,PÉREZ,SANTA FE,Masculino,21057,ARGENTINA,21057,21057,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2013-07-12 00:00:00,2066,CAPITAL FEDERAL Nº 066,Ciudad Autónoma de Bs.As.,Nacional,2066,12,SEDAN 4 PUERTAS,2066,FIAT,2066,SIENA (F4) EL 1.4 8V,2066,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2066,ARGENTINA,2066,2066,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2010-04-26 00:00:00,2069,CAPITAL FEDERAL Nº 069,Ciudad Autónoma de Bs.As.,Nacional,2069,12,SEDAN 4 PTAS,2069,CHEVROLET,2069,CORSA CLASSIC 4 PTAS GL 1.4N,2069,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2069,ARGENTINA,2069,2069,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2012-10-23 00:00:00,21057,ROSARIO Nº 14,Santa Fe,Nacional,21057,12,SEDAN 4 PTAS,21057,CHEVROLET,21057,CLASSIC 4 PTAS LT SPIRIT 1.4N,21057,Privado,Física,ROSARIO,SANTA FE,Masculino,21057,ARGENTINA,21057,21057,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2000-02-16 00:00:00,21050,ROSARIO Nº 12,Santa Fe,Nacional,21050,12,SEDAN 4 PTAS,21050,VOLKSWAGEN,21050,POLO CLASSIC 1.6MI,21050,Privado,Física,GRANADERO BAIGORRIA,SANTA FE,Masculino,21050,ARGENTINA,21050,21050,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2005-01-10 00:00:00,21050,ROSARIO Nº 12,Santa Fe,Nacional,21050,12,SEDAN 4 PTAS,21050,RENAULT,21050,MEGANE TRI 1.6 ECO,21050,Privado,Física,ROSARIO,SANTA FE,Masculino,21050,ARGENTINA,21050,21050,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2012-01-26 00:00:00,2065,CAPITAL FEDERAL Nº 065,Ciudad Autónoma de Bs.As.,Nacional,2065,12,SEDAN 4 PTAS,2065,PEUGEOT,2065,408 FELINE HDI,2065,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2065,ARGENTINA,2065,2065,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,1995-04-03 00:00:00,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Bs.As.,Nacional,2068,12,SEDAN 4 PTAS,2068,FIAT,2068,UNO SCR-5P,2068,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2068,ARGENTINA,2068,2068,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,1979-08-21 00:00:00,2034,CAPITAL FEDERAL Nº 034,Ciudad Autónoma de Bs.As.,Nacional,2034,12,SEDAN 4 PUERTAS,2034,DODGE,2034,1500,2034,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2034,ARGENTINA,2034,2034,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2011-09-02 00:00:00,1186,MORENO Nº 2,Buenos Aires,Nacional,1186,12,SEDAN 4 PTAS,1186,PEUGEOT,1186,408 ALLURE HDI,1186,Privado,Física,SAN MIGUEL,BUENOS AIRES,Femenino,1186,ARGENTINA,1186,1186,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,1996-02-22 00:00:00,1198,SAN ISIDRO Nº 07,Buenos Aires,Nacional,1198,12,SEDAN 4 PTAS,1198,VOLKSWAGEN,1198,POINTER GL,1198,Privado,Física,MARTINEZ,BUENOS AIRES,Masculino,1198,ARGENTINA,1198,1198,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,1994-11-11 00:00:00,21053,SAN LORENZO Nº 3,Santa Fe,Nacional,21053,12,SEDAN 4 PTAS,21053,FIAT,21053,UNO SCR-5P,21053,Privado,Física,ROSARIO,SANTA FE,Masculino,21053,ARGENTINA,21053,21053,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,1994-01-03 00:00:00,1161,ESTEBAN ECHEVERRIA Nº 2,Buenos Aires,Nacional,1161,12,SEDAN 4 PTAS,1161,VOLKSWAGEN,1161,VW SENDA,1161,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1161,ARGENTINA,1161,1161,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,1993-06-11 00:00:00,13033,MAIPÚ Nº 3,Mendoza,Nacional,13033,12,SEDAN 4 PUERTAS,13033,PEUGEOT,13033,504 XSD TCA,13033,Privado,Física,RODEO DEL MEDIO,MENDOZA,No identificado,13033,ARGENTINA,13033,13033,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2014-02-12 00:00:00,2065,CAPITAL FEDERAL Nº 065,Ciudad Autónoma de Bs.As.,Nacional,2065,12,SEDAN 4 PUERTAS,2065,FIAT,2065,SIENA FIRE 4P 1.4MPI 8V HP BZ,2065,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2065,No aplica,2065,2065,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2021-06-16 00:00:00,2067,CAPITAL FEDERAL Nº 067,Ciudad Autónoma de Bs.As.,Nacional,2067,12,SEDAN 4 PUERTAS,2067,FIAT,2067,CRONOS DRIVE 1.3 MT,2067,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2067,VENEZUELA,2067,2067,VEN
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2006-06-12 00:00:00,1186,MORENO Nº 2,Buenos Aires,Nacional,1186,12,SEDAN 4 PTAS,1186,CHEVROLET,1186,CORSA CLASSIC 4P SUPER 1.6N,1186,Privado,Física,LA REJA,BUENOS AIRES,Masculino,1186,ARGENTINA,1186,1186,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,1995-09-25 00:00:00,21053,SAN LORENZO Nº 3,Santa Fe,Nacional,21053,12,SEDAN 4 PTAS,21053,RENAULT,21053,9 RL,21053,Privado,Física,SAN LORENZO,SANTA FE,No identificado,21053,ARGENTINA,21053,21053,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2010-08-09 00:00:00,2066,CAPITAL FEDERAL Nº 066,Ciudad Autónoma de Bs.As.,Nacional,2066,12,SEDAN 4 PTAS,2066,FIAT,2066,SIENA FIRE 4P 1.4MPI 8V HP BZ,2066,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2066,ARGENTINA,2066,2066,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2012-05-23 00:00:00,2043,CAPITAL FEDERAL Nº 043,Ciudad Autónoma de Bs.As.,Nacional,2043,12,SEDAN 4 PUERTAS,2043,CHEVROLET,2043,CLASSIC 4 PTAS LS AA+DIR 1.4N,2043,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2043,ARGENTINA,2043,2043,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2016-10-12 00:00:00,1160,SAN MARTIN Nº 4,Buenos Aires,Nacional,1160,12,SEDAN 4 PUERTAS,1160,FORD,1160,FOCUS 4P 2.0L N AT SE PLUS,1160,Privado,Física,JOSE LEON SUAREZ,BUENOS AIRES,Masculino,1160,ARGENTINA,1160,1160,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,1996-04-17 00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,1158,12,SEDAN 4 PTAS,1158,RENAULT,1158,RENAULT 9 RL,1158,Privado,Física,CIUDADELA,BUENOS AIRES,Femenino,1158,ARGENTINA,1158,1158,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2013-10-29 00:00:00,1196,LA PLATA Nº 08,Buenos Aires,Nacional,1196,12,SEDAN 4 PUERTAS,1196,CHEVROLET,1196,CLASSIC 4P LT PACK 1.4N,1196,Público,Física,LA PLATA,BUENOS AIRES,Masculino,1196,ARGENTINA,1196,1196,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2014-04-01 00:00:00,2052,CAPITAL FEDERAL Nº 052,Ciudad Autónoma de Bs.As.,Nacional,2052,12,SEDAN 4 PUERTAS,2052,RENAULT,2052,FLUENCE 1.6 16V CONFORT PLUS,2052,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No identificado,2052,VENEZUELA,2052,2052,VEN
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2012-05-24 00:00:00,2051,CAPITAL FEDERAL Nº 051,Ciudad Autónoma de Bs.As.,Nacional,2051,12,SEDAN 4 PTAS,2051,CHEVROLET,2051,CLASSIC 4 PTAS LT SPIRIT 1.4N,2051,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2051,URUGUAY,2051,2051,URY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,1996-03-25 00:00:00,2051,CAPITAL FEDERAL Nº 051,Ciudad Autónoma de Bs.As.,Nacional,2051,12,SEDAN 4 PTAS,2051,RENAULT,2051,RENAULT 19 RT TRIC.INY,2051,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2051,ARGENTINA,2051,2051,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,1994-08-17 00:00:00,16014,SAN CARLOS DE BARILOCHE Nº 3,Río Negro,Nacional,16014,12,SEDAN 4 PTAS,16014,RENAULT,16014,RENAULT 9 RL,16014,Privado,Física,SAN C. DE BARILOCHE,RIO NEGRO,Masculino,16014,ARGENTINA,16014,16014,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,1994-06-08 00:00:00,1194,AVELLANEDA Nº 5,Buenos Aires,Nacional,1194,12,SEDAN 4 PTAS,1194,RENAULT,1194,RENAULT 19 RT,1194,Privado,Física,PIÑEIRO,BUENOS AIRES,Femenino,1194,ARGENTINA,1194,1194,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2001-04-03 00:00:00,1194,AVELLANEDA Nº 5,Buenos Aires,Nacional,1194,12,SEDAN 4 PTAS,1194,FORD,1194,FOCUS GHIA 1.8 4P TD,1194,Privado,Física,GERLI,BUENOS AIRES,No identificado,1194,ARGENTINA,1194,1194,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2003-06-25 00:00:00,13035,MENDOZA Nº 19,Mendoza,Nacional,13035,12,SEDAN 4 PUERTAS,13035,RENAULT,13035,CLIO2 F2 TRIC DIE PRIVILEGE,13035,Privado,Física,LOS CORRALITOS,MENDOZA,Femenino,13035,ARGENTINA,13035,13035,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2005-03-21 00:00:00,21015,ROSARIO Nº 03,Santa Fe,Nacional,21015,12,SEDAN 4 PTAS,21015,CHEVROLET,21015,CORSA CLASSIC 4 PTAS SUPER 1.6,21015,Privado,Física,ROSARIO,SANTA FE,No identificado,21015,ARGENTINA,21015,21015,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2012-05-31 00:00:00,1160,SAN MARTIN Nº 4,Buenos Aires,Nacional,1160,12,SEDAN 4 PTAS,1160,RENAULT,1160,RENAULT FLUENCE 1.6 16V CONFORT,1160,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1160,ARGENTINA,1160,1160,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,1995-05-15 00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,1158,12,SEDAN 4 PTAS,1158,RENAULT,1158,RENAULT 9 RL,1158,Privado,Física,CIUDADELA,BUENOS AIRES,Femenino,1158,ARGENTINA,1158,1158,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2015-01-15 00:00:00,2041,CAPITAL FEDERAL Nº 041,Ciudad Autónoma de Bs.As.,Nacional,2041,12,SEDAN 4 PUERTAS,2041,FIAT,2041,SIENA (F4) EL 1.4 8V,2041,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2041,ARGENTINA,2041,2041,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2016-10-20 00:00:00,19007,SAN LUIS Nº 2,San Luis,Nacional,19007,12,SEDAN 4 PUERTAS,19007,CHEVROLET,19007,CLASSIC 4 P LS ABS+AIRBAG 1.4N,19007,Privado,Física,SAN LUIS,SAN LUIS,Femenino,19007,ARGENTINA,19007,19007,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,1983-01-10 00:00:00,1158,TRES DE FEBRERO Nº 3,Buenos Aires,Nacional,1158,12,SEDAN 4 PUERTAS,1158,FORD,1158,TAUNUS VERSION GHIA,1158,Privado,Física,CIUDADELA,BUENOS AIRES,Masculino,1158,ARGENTINA,1158,1158,ARG
